name,order,trigger,invocationService,invocationAction,rollbackService,rollbackAction,_id,status,error,rollbackError,saga_instance_id
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,1187391e-2912-497c-b2c4-a034b6e888f7,FAILED,,,64c13edced8f09ca734d59f5
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,bc9bd94e-1145-434c-a74b-1a0f2b5c28a5,PENDING,,,64c13eded3565b66c63d03d8
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,b19756c3-ff31-4430-97af-fb59b0b15d83,FAILED,,,64c13eded3565b66c63d03d9
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,23562b75-d082-4a42-9ef8-076f3630ab20,PENDING,,,64c13edeed8f09ca734d5a03
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,866f111e-433e-41d8-8497-97f250bac2f5,IN_PROGRESS,,,64c13eded3565b66c63d03dc
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b479c7f6-0034-4410-b786-0fc870e0f6af,PENDING,,,64c13edfd3565b66c63d03e7
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,6bf1ae21-6f11-44f5-b6ef-260bc738b748,FAILED,,,64c13edfd3565b66c63d03e6
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,e2137512-913d-4d1a-9ad1-5c349efd15af,PENDING,,,64c13edfed8f09ca734d5a09
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,f4a795f5-300e-4e7b-9d8c-f712bafe2caf,FAILED,,,64c13edfd3565b66c63d03ea
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,668e9422-6224-4cda-822d-07de0ed76b3a,PENDING,,,64c13ee0d3565b66c63d03f4
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,8ea85b61-f9be-41f3-8756-a20990fde65e,IN_PROGRESS,,,64c13ee0ed8f09ca734d5a0f
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,3ffd8e31-223a-42e9-9372-98f6aef487f6,PENDING,,,64c13ee0ed8f09ca734d5a10
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,f49e8fe9-33a5-426e-95de-b83fff17396e,FAILED,,,64c13ee0d3565b66c63d03f5
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,dc288517-ecc6-4c69-9494-16527f4bf50d,PENDING,,,64c13ee1d3565b66c63d03fd
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,0cdb7900-9010-4b92-97ef-99e30c3ffc34,IN_PROGRESS,,,64c13ee1d3565b66c63d03fe
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,814b0d7a-9a3a-4053-a7ff-c1ef10365929,PENDING,,,64c13ee1ed8f09ca734d5a17
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,5922d833-61ae-4016-b8c5-371f3da7d81a,FAILED,,,64c13ee1ed8f09ca734d5a19
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b3b7f297-50ae-4019-9766-b1a192dbd7d6,PENDING,,,64c13ee3ed8f09ca734d5a23
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,dd0e9d61-1965-4307-a4cc-f35c579e44ee,IN_PROGRESS,,,64c13ee3d3565b66c63d0408
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a31be53f-f0ff-4fad-8b5c-1a3810e30638,PENDING,,,64c13ee3ed8f09ca734d5a25
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,189533a2-16d3-4f6b-b3c0-62b2221046c2,IN_PROGRESS,,,64c13ee3d3565b66c63d040a
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,8f0c8671-26db-4425-a8e3-7c167732530a,PENDING,,,64c13ee4ed8f09ca734d5a2d
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,9503648a-8fe0-4365-aa8d-b3a6bf1e4968,FAILED,,,64c13ee4d3565b66c63d0412
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,13362505-f23e-40a0-bb8e-e3987b7727aa,PENDING,,,64c13ee4d3565b66c63d0414
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,3d82121a-228c-43c7-83d0-7f61bf5460ea,IN_PROGRESS,,,64c13ee4ed8f09ca734d5a2f
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,2cd6fea9-3e7f-47cb-8f17-e1a8569cc947,PENDING,,,64c13ee5ed8f09ca734d5a37
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,931822f9-0a83-49d0-8901-40f7c2018e1a,FAILED,,,64c13ee5d3565b66c63d041c
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,c378a3bf-2999-444d-a7c1-0ab3f9ab2fbf,PENDING,,,64c13ee5ed8f09ca734d5a39
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,44ec1def-830f-44d8-adff-feda74e1d5a9,FAILED,,,64c13ee5d3565b66c63d041e
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,37edf4d5-be82-491e-8bc6-8fefeec61f1c,PENDING,,,64c13ee6d3565b66c63d0425
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,156a8cb0-eb21-4b9e-b482-062db5d5acf4,IN_PROGRESS,,,64c13ee6ed8f09ca734d5a3f
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,8808488c-66f8-4976-997f-195b913020fd,PENDING,,,64c13ee6d3565b66c63d0426
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,24cfb613-e907-4019-ab61-0e8947221998,IN_PROGRESS,,,64c13ee6ed8f09ca734d5a40
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,9171abe5-afdb-4519-82e3-e145d212a2bd,PENDING,,,64c13ee8d3565b66c63d0431
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,e09fd0ac-f77d-4e82-b8b5-290c375802db,IN_PROGRESS,,,64c13ee8d3565b66c63d0430
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,85b79dda-5f3a-4a3b-b9ea-c0a026f80327,PENDING,,,64c13ee8ed8f09ca734d5a4b
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,1b5d8a0d-eb6f-426b-9ec6-00703c756cf7,FAILED,,,64c13ee8d3565b66c63d0434
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,4218f15e-5ea2-4e71-b363-9a6769c0ad28,PENDING,,,64c13ee9ed8f09ca734d5a51
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,246a310e-fbb3-449e-be01-6cb2b6cc7b98,FAILED,,,64c13ee9d3565b66c63d043e
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,cd82ee8d-bf51-42ff-8406-c20b0acdf250,PENDING,,,64c13ee9ed8f09ca734d5a53
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,9852b778-c96b-4ac3-a121-e925fbd5c3e7,FAILED,,,64c13ee9d3565b66c63d0440
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ed43ecba-6e78-4f0c-ad93-652031c5de4f,PENDING,,,64c13eeaed8f09ca734d5a5b
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,18556205-bc33-4f27-ba07-045e375509b8,FAILED,,,64c13eead3565b66c63d0448
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,14f52c62-7160-4fea-a687-46437d17149d,PENDING,,,64c13eead3565b66c63d0449
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,3910be63-aa15-4342-8159-4f19bfc8a7c8,IN_PROGRESS,,,64c13eead3565b66c63d044a
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,05f47164-0619-48d5-b8cd-91c9f76534fc,PENDING,,,64c13eebd3565b66c63d0454
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,7a58a140-fe4e-4a10-b65f-7f3569811d7e,IN_PROGRESS,,,64c13eebed8f09ca734d5a5f
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,1970080f-cdfc-4233-9e8d-c2a451903da9,PENDING,,,64c13eebed8f09ca734d5a60
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,d50d26a0-495f-46bd-b53e-9aa1a82a0d65,FAILED,,,64c13eebd3565b66c63d0455
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,e358a239-9e99-470f-b8a2-1da85e6dd698,PENDING,,,64c13eedd3565b66c63d0460
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,9b8561cd-18e0-49b6-afa5-554364d4fe78,FAILED,,,64c13eeded8f09ca734d5a6b
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,fb918b88-4bf5-4e3f-a520-8211691749ce,PENDING,,,64c13eedd3565b66c63d0462
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,8a7eb82c-a0c2-40a1-af6d-76dbba426b24,IN_PROGRESS,,,64c13eeded8f09ca734d5a6d
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ae02886d-fe99-44ea-ba25-35db9c4a2c69,PENDING,,,64c13eeed3565b66c63d046a
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,44d25dbc-2535-424b-8189-667fbeacabdf,IN_PROGRESS,,,64c13eeed3565b66c63d046b
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b8e53c3f-2474-4f1f-ad2e-10bbef9ed003,PENDING,,,64c13eeeed8f09ca734d5a75
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,ded428d1-7553-4a26-8e60-f0dda3e04d8c,IN_PROGRESS,,,64c13eeed3565b66c63d046e
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,51060e5a-dcbf-43a8-9321-b8defb249577,PENDING,,,64c13eefd3565b66c63d0479
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,7ada8502-17a0-4515-b4d0-227b0231c98e,IN_PROGRESS,,,64c13eefed8f09ca734d5a7b
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,faa5659e-4240-46da-a52d-5338da86e38b,PENDING,,,64c13eefd3565b66c63d0478
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,75386ebb-6259-4a1c-81b0-d9ef7562965d,FAILED,,,64c13eefed8f09ca734d5a7d
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,628bfdbb-070f-45ab-8bda-d42fd5006d52,PENDING,,,64c13ef0ed8f09ca734d5a83
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,c0738ca0-5363-412e-8b6d-2fe9bf180062,FAILED,,,64c13ef0d3565b66c63d0481
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,e46f6817-e9bd-4e0f-a968-136cd64754cd,PENDING,,,64c13ef0d3565b66c63d0482
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,33f738cf-276e-48d6-8d10-6fafc548269c,IN_PROGRESS,,,64c13ef0ed8f09ca734d5a84
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ff480211-9f93-4157-be13-27415b138dd2,PENDING,,,64c13ef2d3565b66c63d048c
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,bbd76694-71a9-47c2-a0a7-368bdd0550e0,IN_PROGRESS,,,64c13ef2ed8f09ca734d5a8f
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,9e0112ed-26b3-4b0b-b5d0-02c5054e0198,PENDING,,,64c13ef2d3565b66c63d048d
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,3bac95c4-c960-46a3-8ce6-2222cfebaa40,FAILED,,,64c13ef2ed8f09ca734d5a90
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a2bee9ca-e755-4344-ba06-8d597be5be9a,PENDING,,,64c13ef3ed8f09ca734d5a99
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,9c4d5fd3-9b50-4a52-9a8b-08ba39fc8302,FAILED,,,64c13ef3d3565b66c63d0496
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b348719c-2811-4808-aa74-b421a0de60cd,PENDING,,,64c13ef3ed8f09ca734d5a9b
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,d5f8c3fd-fd93-4e97-9b99-2ef07c687c3f,FAILED,,,64c13ef3d3565b66c63d0498
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a2c3f446-94c1-43a2-88c8-07abae09445f,PENDING,,,64c13ef4d3565b66c63d04a0
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,96ef7dcb-4ccb-41d1-a6be-a58f8d0ee9c3,IN_PROGRESS,,,64c13ef4ed8f09ca734d5aa3
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a4616a63-b805-4c83-8942-787a156eade4,PENDING,,,64c13ef4ed8f09ca734d5aa5
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,59aea01f-7154-416a-b7ab-7268f7271b4e,FAILED,,,64c13ef4d3565b66c63d04a2
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,866820f2-e8cb-49bc-b18a-2a144ecd8c0a,PENDING,,,64c13ef5d3565b66c63d04a8
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,ebc69d07-c257-4f26-a924-d33315a7f1e5,IN_PROGRESS,,,64c13ef5ed8f09ca734d5aac
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,febd5f12-00b5-46c0-b32a-6196566cf39b,PENDING,,,64c13ef5ed8f09ca734d5aab
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,d438859d-68b4-4b5f-9514-02cbed145be0,FAILED,,,64c13ef5d3565b66c63d04a9
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,6bdd3559-20d3-41dd-9588-0aa2fb6742cb,PENDING,,,64c13ef7d3565b66c63d04b4
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,2a5954f6-555c-4937-846a-e0ebce656c39,FAILED,,,64c13ef7ed8f09ca734d5ab7
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,eb06c0e7-9a6d-498d-b884-d10c8cb1938d,PENDING,,,64c13ef7d3565b66c63d04b6
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,5ea6e95a-2cf8-4803-99f3-7e272594c134,IN_PROGRESS,,,64c13ef7ed8f09ca734d5ab9
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,59edaed3-d8fa-4aa0-b804-b828d2d744bb,PENDING,,,64c13ef8d3565b66c63d04be
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,6f6f9111-b7f7-4e5b-99e6-23f5a3469652,IN_PROGRESS,,,64c13ef8ed8f09ca734d5ac1
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,324e7bcd-3733-49d7-9044-14e9bb664dbd,PENDING,,,64c13ef8ed8f09ca734d5ac3
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,cfddaa80-237f-4b99-a0cd-3bf1d87de41d,IN_PROGRESS,,,64c13ef8d3565b66c63d04c0
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ad525dcf-5962-4af6-9b15-1b08eb72ed4c,PENDING,,,64c13ef9d3565b66c63d04c8
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,d39b1509-5b31-4170-a07a-ae9f0dfdf68e,FAILED,,,64c13ef9ed8f09ca734d5acb
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,2f1907a4-5f50-4cd3-979c-4089425e43e9,PENDING,,,64c13ef9d3565b66c63d04c9
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,bb45c9aa-5e09-4296-a2b2-acb2544170e6,IN_PROGRESS,,,64c13ef9d3565b66c63d04cc
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,216a0123-3ded-4024-8804-abe06de2b36a,PENDING,,,64c13efad3565b66c63d04d6
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,969652d5-1b6d-4477-a819-3192adbd5be0,FAILED,,,64c13efaed8f09ca734d5acf
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,014c77b5-f9f9-43bd-a5b1-82b182f07a3c,PENDING,,,64c13efaed8f09ca734d5ad0
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,f758049c-0aa7-41ef-960f-62e7d02eb56d,IN_PROGRESS,,,64c13efad3565b66c63d04d7
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,2274ab6a-9b5b-48a2-8fae-ceba86f81fa9,PENDING,,,64c13efcd3565b66c63d04e1
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,465ceff7-8003-49d2-a677-16dddeeeb294,IN_PROGRESS,,,64c13efced8f09ca734d5adb
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,2d92ed73-78e6-42e5-8bed-5277e25068ce,PENDING,,,64c13efcd3565b66c63d04e0
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,eecc454b-40d7-4617-aa03-5f42ed16ce62,FAILED,,,64c13efcd3565b66c63d04e4
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,71b6da63-92be-48ea-8e53-8035e2a73d1d,PENDING,,,64c13efded8f09ca734d5ae1
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,1b4b00e6-3a94-4bd4-87a0-f30c23300e24,FAILED,,,64c13efdd3565b66c63d04ee
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a69d7f4f-5dcb-4ef7-b34a-a815d0ece1e2,PENDING,,,64c13efded8f09ca734d5ae3
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,caf09c81-61b8-487d-b7cd-ea1825fd99dc,FAILED,,,64c13efdd3565b66c63d04f0
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,12e9cf79-d701-4766-bcf3-c5fa14399f08,PENDING,,,64c13efed3565b66c63d04f8
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,1cbbb6db-e982-42ed-8a9b-1737161e655c,IN_PROGRESS,,,64c13efeed8f09ca734d5aeb
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,bae63947-5289-44e2-98f4-226c65730a25,PENDING,,,64c13efeed8f09ca734d5aee
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,9f4b4052-5831-415c-87d5-07b8e0aa3f45,IN_PROGRESS,,,64c13efeed8f09ca734d5aed
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,9a6921e7-140b-4b15-a971-bdb5dce8a94a,PENDING,,,64c13effed8f09ca734d5af7
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,e8160ebf-d99c-4308-878a-e85b666206bd,FAILED,,,64c13effd3565b66c63d04fd
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,e90eeef9-00fe-4d27-81d1-220418d922e9,PENDING,,,64c13effd3565b66c63d04ff
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,3ab90253-6585-488d-b4c6-560164084665,FAILED,,,64c13effed8f09ca734d5af8
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a4621c68-056f-45c8-b202-18c98459debc,PENDING,,,64c13f01d3565b66c63d0508
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,25bef85d-a43a-487e-8980-d7cd7de360ab,FAILED,,,64c13f01ed8f09ca734d5b03
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ea480362-8446-4930-acea-4d670b8801ff,PENDING,,,64c13f01d3565b66c63d0509
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,1fe4b92e-0ca1-48d6-bcfa-41495a070210,IN_PROGRESS,,,64c13f01d3565b66c63d050c
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,75fef12b-c890-4d14-94de-67b69f638fe0,PENDING,,,64c13f02d3565b66c63d0517
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,579ed00f-cbdf-4126-a880-5b2d4229bab9,IN_PROGRESS,,,64c13f02d3565b66c63d0516
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,49f7ed26-ddfd-40ad-8674-a3abf3e67645,PENDING,,,64c13f02ed8f09ca734d5b09
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,35aeab62-9be7-42a9-8846-13dc4de3d0eb,FAILED,,,64c13f02d3565b66c63d051a
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,4fc5031f-d0ab-4e01-a3dc-b58742f0b23f,PENDING,,,64c13f03ed8f09ca734d5b0f
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,bb86652b-79ec-4fad-a005-c2d9af0111de,IN_PROGRESS,,,64c13f03d3565b66c63d0524
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,13a2636b-424e-43b3-9197-02ae6d5447fd,PENDING,,,64c13f03ed8f09ca734d5b11
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,0726c32a-50b6-4a96-b8f5-28a25338f3bd,FAILED,,,64c13f03ed8f09ca734d5b13
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a4cbf1df-9c3f-4fef-bade-aabd2416981f,PENDING,,,64c13f04ed8f09ca734d5b1b
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,9d000502-ae1f-49db-bb3e-a9efd1e58833,IN_PROGRESS,,,64c13f04d3565b66c63d052b
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,f8fb1a8f-05f4-4445-9623-38d79012945b,PENDING,,,64c13f04d3565b66c63d0529
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,03eaf8fd-0087-4b13-9c38-af1edb26a22e,FAILED,,,64c13f04d3565b66c63d052a
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,d327c920-0dac-4648-be43-25a6cc865e28,PENDING,,,64c13f06ed8f09ca734d5b23
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,e25e7cbf-4148-4e52-aa83-e3b85b9992e7,FAILED,,,64c13f06d3565b66c63d0538
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b59f737b-be2b-4907-8085-12f43034bd5e,PENDING,,,64c13f06ed8f09ca734d5b24
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,170e0a1a-9e81-4204-953f-577c83eff971,IN_PROGRESS,,,64c13f06d3565b66c63d0539
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,6f85d7a5-38e9-41f4-a7a1-77e94dacd126,PENDING,,,64c13f07d3565b66c63d0543
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,11b3f036-bcae-4839-a681-6e7e3c6664e8,IN_PROGRESS,,,64c13f07d3565b66c63d0542
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a7fd1b6d-548f-4d35-9b19-d7863aeeb04c,PENDING,,,64c13f07ed8f09ca734d5b2d
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,f687f26c-d38a-48b4-ace1-f751f970e299,FAILED,,,64c13f07ed8f09ca734d5b2e
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,efcfd5f6-7833-4a28-94e9-86ad4009eb00,PENDING,,,64c13f08ed8f09ca734d5b37
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,b925b0d8-1b11-4d94-a52f-b0c9084790b7,IN_PROGRESS,,,64c13f08d3565b66c63d054c
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,5ff8737b-3b7f-4b3b-b199-ccbd23e601c5,PENDING,,,64c13f08d3565b66c63d054d
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,0330d2da-fcc2-4c03-823a-d449a75694c1,FAILED,,,64c13f08ed8f09ca734d5b39
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,3751041d-4604-42b3-b330-d1c22de815fb,PENDING,,,64c13f09d3565b66c63d0557
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,e0d0c8f7-502c-47d6-a98f-4fcd36f7af15,FAILED,,,64c13f09d3565b66c63d0556
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,32289719-92ae-4035-9083-dba33527d39b,PENDING,,,64c13f09ed8f09ca734d5b3f
